Ticker,Company Name,Sector,Industry Group,Industry,Sub Industry,Prospect Status,Product
LUNA,Luna Innovations Inc,Information Technology,Technology Hardware & Equipment,"Electronic Equipment, Instruments & Components",Electronic Equipment & Instruments ,Sales Accepted Lead (SAL),CRM
KLAC,Kla Corp,Information Technology,Semiconductors & Semiconductor Equipment,Semiconductors & Semiconductor Equipment,Semiconductor Equipment ,Opportunity,Cloud Data Storage
BKYI,Bio-Key International Inc,Information Technology,Software & Services,Software,Systems Software,Opportunity,Cloud Data Storage
FARO,Faro Technologies Inc,Information Technology,Technology Hardware & Equipment,"Electronic Equipment, Instruments & Components",Electronic Equipment & Instruments ,Opportunity,Planning Software
TRMB,Trimble Inc,Information Technology,Technology Hardware & Equipment,"Electronic Equipment, Instruments & Components",Electronic Equipment & Instruments ,Opportunity,Accounting Software
OSIS,Osi Systems Inc,Information Technology,Technology Hardware & Equipment,"Electronic Equipment, Instruments & Components",Electronic Equipment & Instruments ,Marketing Qualified Lead (MQL),Cloud Data Storage
AVID,Avid Technology Inc,Information Technology,Technology Hardware & Equipment,"Technology Hardware, Storage & Peripherals","Technology Hardware, Storage & Peripherals",Sales Qualified Lead (SQL),Accounting Software
BOXL,Boxlight Corp,Information Technology,Technology Hardware & Equipment,"Technology Hardware, Storage & Peripherals","Technology Hardware, Storage & Peripherals",Opportunity,Chatbot
DAKT,Daktronics Inc,Information Technology,Technology Hardware & Equipment,"Electronic Equipment, Instruments & Components",Electronic Equipment & Instruments ,Opportunity,CRM
T,At&T Inc,Communication Services,Telecommunication Services,Diversified Telecommunication Services,Integrated Telecommunication Services,Marketing Qualified Lead (MQL),Planning Software
ATNI,Atn International Inc,Communication Services,Telecommunication Services,Diversified Telecommunication Services,Integrated Telecommunication Services,Unqualified Lead,Accounting Software
VZ,Verizon Communications Inc,Communication Services,Telecommunication Services,Diversified Telecommunication Services,Integrated Telecommunication Services,Sales Qualified Lead (SQL),CRM
SHEN,Shenandoah Telecommun Co,Communication Services,Telecommunication Services,Wireless Telecommunication Services,Wireless Telecommunication Services,Unqualified Lead,Cloud Data Storage
SPOK,Spok Holdings Inc,Communication Services,Telecommunication Services,Wireless Telecommunication Services,Wireless Telecommunication Services,Marketing Qualified Lead (MQL),Cloud Data Storage
S,Sprint Corp,Communication Services,Telecommunication Services,Wireless Telecommunication Services,Wireless Telecommunication Services,Sales Accepted Lead (SAL),Cloud Data Storage
TMUS,T-Mobile Us Inc,Communication Services,Telecommunication Services,Wireless Telecommunication Services,Wireless Telecommunication Services,Sales Accepted Lead (SAL),Planning Software
USM,Us Cellular Corp,Communication Services,Telecommunication Services,Wireless Telecommunication Services,Wireless Telecommunication Services,Marketing Qualified Lead (MQL),Cloud Data Storage
CCOI,Cogent Communications Hldgs,Communication Services,Telecommunication Services,Diversified Telecommunication Services,Alternative Carriers,Sales Qualified Lead (SQL),Planning Software
CNSL,Consolidated Comm Hldgs Inc,Communication Services,Telecommunication Services,Diversified Telecommunication Services,Integrated Telecommunication Services,Unqualified Lead,CRM
IDT,Idt Corp,Communication Services,Telecommunication Services,Diversified Telecommunication Services,Integrated Telecommunication Services,Opportunity,Planning Software
OOMA,Ooma Inc,Communication Services,Telecommunication Services,Diversified Telecommunication Services,Integrated Telecommunication Services,Marketing Qualified Lead (MQL),Cloud Data Storage
WOW,Wideopenwest Inc,Communication Services,Media & Entertainment,Media,Cable & Satellite,Sales Qualified Lead (SQL),Planning Software
BBGI,Beasley Broadcast Group Inc,Communication Services,Media & Entertainment,Media,Broadcasting,Sales Qualified Lead (SQL),Cloud Data Storage
CMLS,Cumulus Media Inc,Communication Services,Media & Entertainment,Media,Broadcasting,Unqualified Lead,Cloud Data Storage
IHRT,Iheartmedia Inc,Communication Services,Media & Entertainment,Media,Broadcasting,Opportunity,Planning Software
LSXMK,Liberty Media Siriusxm Group,Communication Services,Media & Entertainment,Media,Cable & Satellite,Unqualified Lead,Chatbot
MDIA,Mediaco Holding Inc,Communication Services,Media & Entertainment,Media,Broadcasting,Marketing Qualified Lead (MQL),Accounting Software
SGA,Saga Communications  -Cl A,Communication Services,Media & Entertainment,Media,Broadcasting,Sales Qualified Lead (SQL),Planning Software
SALM,Salem Media Group Inc,Communication Services,Media & Entertainment,Media,Broadcasting,Unqualified Lead,CRM
SIRI,Sirius Xm Holdings Inc,Communication Services,Media & Entertainment,Media,Cable & Satellite,Sales Accepted Lead (SAL),Cloud Data Storage
TSQ,Townsquare Media Inc,Communication Services,Media & Entertainment,Media,Broadcasting,Unqualified Lead,CRM
UONEK,Urban One Inc,Communication Services,Media & Entertainment,Media,Broadcasting,Opportunity,Cloud Data Storage
AMCX,Amc Networks Inc,Communication Services,Media & Entertainment,Media,Broadcasting,Sales Qualified Lead (SQL),CRM
EVC,Entravision Communications,Communication Services,Media & Entertainment,Media,Broadcasting,Sales Qualified Lead (SQL),CRM
SSP,Ew Scripps  -Cl A,Communication Services,Media & Entertainment,Media,Broadcasting,Sales Qualified Lead (SQL),Cloud Data Storage
FOXA,Fox Corp,Communication Services,Media & Entertainment,Media,Broadcasting,Sales Accepted Lead (SAL),Cloud Data Storage
GTN,Gray Television Inc,Communication Services,Media & Entertainment,Media,Broadcasting,Opportunity,Accounting Software
NXST,Nexstar Media Group,Communication Services,Media & Entertainment,Media,Broadcasting,Unqualified Lead,CRM
SBGI,Sinclair Broadcast Gp  -Cl A,Communication Services,Media & Entertainment,Media,Broadcasting,Marketing Qualified Lead (MQL),Planning Software
TGNA,Tegna Inc,Communication Services,Media & Entertainment,Media,Broadcasting,Sales Accepted Lead (SAL),CRM
ATUS,Altice Usa Inc,Communication Services,Media & Entertainment,Media,Cable & Satellite,Opportunity,Cloud Data Storage
CABO,Cable One Inc,Communication Services,Media & Entertainment,Media,Cable & Satellite,Sales Qualified Lead (SQL),Cloud Data Storage
CHTR,Charter Communications Inc,Communication Services,Media & Entertainment,Media,Cable & Satellite,Opportunity,CRM
CMCSA,Comcast Corp,Communication Services,Media & Entertainment,Media,Cable & Satellite,Marketing Qualified Lead (MQL),Accounting Software
DISH,Dish Network Corp,Communication Services,Media & Entertainment,Media,Cable & Satellite,Unqualified Lead,Planning Software
DIS,Disney (Walt) Co,Communication Services,Media & Entertainment,Entertainment,Movies & Entertainment,Sales Accepted Lead (SAL),Accounting Software
EGHT,8X8 Inc,Information Technology,Software & Services,Software,Application Software,Sales Qualified Lead (SQL),Chatbot
KVHI,Kvh Industries Inc,Information Technology,Technology Hardware & Equipment,Communications Equipment,Communications Equipment,Sales Qualified Lead (SQL),Cloud Data Storage
VISL,Vislink Technologies Inc,Information Technology,Technology Hardware & Equipment,Communications Equipment,Communications Equipment,Opportunity,Planning Software
ATEX,Anterix Inc,Communication Services,Telecommunication Services,Diversified Telecommunication Services,Alternative Carriers,Opportunity,Planning Software
GSAT,Globalstar Inc,Communication Services,Telecommunication Services,Diversified Telecommunication Services,Alternative Carriers,Unqualified Lead,Chatbot
IRDM,Iridium Communications Inc,Communication Services,Telecommunication Services,Diversified Telecommunication Services,Alternative Carriers,Opportunity,CRM
GOGO,Gogo Inc,Communication Services,Telecommunication Services,Wireless Telecommunication Services,Wireless Telecommunication Services,Opportunity,CRM
INPX,Inpixon,Information Technology,Software & Services,IT Services,IT Consulting & Other Services,Sales Accepted Lead (SAL),Planning Software
BSQR,Bsquare Corp,Information Technology,Software & Services,Software,Application Software,Sales Qualified Lead (SQL),Chatbot
CDW,Cdw Corp,Information Technology,Technology Hardware & Equipment,"Electronic Equipment, Instruments & Components",Technology Distributors,Marketing Qualified Lead (MQL),Accounting Software
PLUS,Eplus Inc,Information Technology,Technology Hardware & Equipment,"Electronic Equipment, Instruments & Components",Technology Distributors,Sales Qualified Lead (SQL),CRM
NSIT,Insight Enterprises Inc,Information Technology,Technology Hardware & Equipment,"Electronic Equipment, Instruments & Components",Technology Distributors,Sales Qualified Lead (SQL),Cloud Data Storage
SCSC,Scansource Inc,Information Technology,Technology Hardware & Equipment,"Electronic Equipment, Instruments & Components",Technology Distributors,Unqualified Lead,CRM
SNX,Synnex Corp,Information Technology,Technology Hardware & Equipment,"Electronic Equipment, Instruments & Components",Technology Distributors,Sales Accepted Lead (SAL),CRM
AMRK,A-Mark Precious Metals Inc,Financials,Diversified Financials,Diversified Financial Services,Specialized Finance,Unqualified Lead,Chatbot
TESS,Tessco Technologies Inc,Information Technology,Technology Hardware & Equipment,Communications Equipment,Communications Equipment,Opportunity,Chatbot
AEY,Addvantage Technologies Gp,Information Technology,Technology Hardware & Equipment,"Electronic Equipment, Instruments & Components",Technology Distributors,Opportunity,Planning Software
ARW,Arrow Electronics Inc,Information Technology,Technology Hardware & Equipment,"Electronic Equipment, Instruments & Components",Technology Distributors,Sales Accepted Lead (SAL),Cloud Data Storage
AVT,Avnet Inc,Information Technology,Technology Hardware & Equipment,"Electronic Equipment, Instruments & Components",Technology Distributors,Marketing Qualified Lead (MQL),Cloud Data Storage
TAIT,Taitron Components  -Cl A,Information Technology,Technology Hardware & Equipment,"Electronic Equipment, Instruments & Components",Technology Distributors,Unqualified Lead,Chatbot
CNNE,Cannae Holdings Inc,Financials,Diversified Financials,Diversified Financial Services,Multi-Sector Holdings,Marketing Qualified Lead (MQL),Cloud Data Storage
EZPW,Ezcorp Inc  -Cl A,Financials,Diversified Financials,Consumer Finance,Consumer Finance,Marketing Qualified Lead (MQL),Planning Software
FCFS,Firstcash Inc,Financials,Diversified Financials,Consumer Finance,Consumer Finance,Marketing Qualified Lead (MQL),Accounting Software
CNXN,Pc Connection Inc,Information Technology,Technology Hardware & Equipment,"Electronic Equipment, Instruments & Components",Technology Distributors,Marketing Qualified Lead (MQL),Planning Software
SRCE,1St Source Corp,Financials,Banks,Banks,Regional Banks,Unqualified Lead,CRM
AMAL,Amalgamated Bk New York N Y,Financials,Banks,Banks,Regional Banks,Sales Accepted Lead (SAL),CRM
AMTB,Amerant Bancorp Inc,Financials,Banks,Banks,Regional Banks,Opportunity,Accounting Software
AMNB,American Natl Bankshares,Financials,Banks,Banks,Regional Banks,Sales Accepted Lead (SAL),Chatbot
ABCB,Ameris Bancorp,Financials,Banks,Banks,Regional Banks,Sales Qualified Lead (SQL),Accounting Software
ATLO,Ames National Corp,Financials,Banks,Banks,Regional Banks,Opportunity,CRM
AROW,Arrow Financial Corp,Financials,Banks,Banks,Regional Banks,Opportunity,Chatbot
ASB,Associated Banc-Corp,Financials,Banks,Banks,Regional Banks,Unqualified Lead,Cloud Data Storage
AUB,Atlantic Union Bankshrs Crp,Financials,Banks,Banks,Regional Banks,Marketing Qualified Lead (MQL),Chatbot
AUBN,Auburn National Bancorp,Financials,Banks,Banks,Regional Banks,Unqualified Lead,Planning Software
BANC,Banc Of California Inc,Financials,Banks,Banks,Regional Banks,Sales Qualified Lead (SQL),Cloud Data Storage
BANF,Bancfirst Corp/Ok,Financials,Banks,Banks,Regional Banks,Opportunity,CRM
TBBK,Bancorp Inc,Financials,Banks,Banks,Regional Banks,Sales Qualified Lead (SQL),Accounting Software
BFC,Bank First Corp,Financials,Banks,Banks,Regional Banks,Marketing Qualified Lead (MQL),Accounting Software
BAC,Bank Of America Corp,Financials,Banks,Banks,Diversified Banks,Sales Accepted Lead (SAL),Accounting Software
BOH,Bank Of Hawaii Corp,Financials,Banks,Banks,Regional Banks,Sales Qualified Lead (SQL),CRM
BMRC,Bank Of Marin Bancorp,Financials,Banks,Banks,Regional Banks,Sales Accepted Lead (SAL),CRM
BPRN,Bank Of Princeton,Financials,Banks,Banks,Regional Banks,Unqualified Lead,CRM
BOTJ,Bank Of The James Financial,Financials,Banks,Banks,Regional Banks,Marketing Qualified Lead (MQL),Cloud Data Storage
OZK,Bank Ozk,Financials,Banks,Banks,Regional Banks,Opportunity,Planning Software
BKSC,Bank South Carolina Corp,Financials,Banks,Banks,Regional Banks,Sales Accepted Lead (SAL),Planning Software
BSVN,Bank7 Corp,Financials,Banks,Banks,Regional Banks,Opportunity,Accounting Software
BFIN,Bankfinancial Corp,Financials,Banks,Banks,Regional Banks,Opportunity,Chatbot
BKU,Bankunited Inc,Financials,Banks,Banks,Regional Banks,Sales Qualified Lead (SQL),Accounting Software
BWFG,Bankwell Financial Group Inc,Financials,Banks,Banks,Regional Banks,Unqualified Lead,Cloud Data Storage
BANR,Banner Corp,Financials,Banks,Banks,Regional Banks,Sales Qualified Lead (SQL),Accounting Software
BHB,Bar Harbor Bankshares,Financials,Banks,Banks,Regional Banks,Unqualified Lead,Accounting Software
BCML,Baycom Corp,Financials,Banks,Banks,Regional Banks,Unqualified Lead,Accounting Software
BCBP,Bcb Bancorp Inc,Financials,Banks,Banks,Regional Banks,Marketing Qualified Lead (MQL),Accounting Software
BHLB,Berkshire Hills Bancorp Inc,Financials,Banks,Banks,Regional Banks,Opportunity,Chatbot
BRBS,Blue Ridge Bankshares Inc,Financials,Banks,Banks,Regional Banks,Unqualified Lead,Chatbot
BOKF,Bok Financial Corp,Financials,Banks,Banks,Regional Banks,Sales Accepted Lead (SAL),Planning Software
BRKL,Brookline Bancorp Inc,Financials,Banks,Banks,Regional Banks,Sales Accepted Lead (SAL),CRM
BFST,Business First Bancshs Inc,Financials,Banks,Banks,Regional Banks,Unqualified Lead,Accounting Software
BY,Byline Bancorp Inc,Financials,Banks,Banks,Regional Banks,Sales Accepted Lead (SAL),Accounting Software
CFFI,C&F Financial Corp,Financials,Banks,Banks,Regional Banks,Sales Accepted Lead (SAL),CRM
CADE,Cadence Bancorporation,Financials,Banks,Banks,Regional Banks,Unqualified Lead,CRM
CATC,Cambridge Bancorp,Financials,Banks,Banks,Regional Banks,Sales Qualified Lead (SQL),Chatbot
CAC,Camden National Corp,Financials,Banks,Banks,Regional Banks,Unqualified Lead,CRM
CBNK,Capital Bancorp Inc,Financials,Banks,Banks,Regional Banks,Sales Accepted Lead (SAL),Accounting Software
CCBG,Capital City Bk Group Inc,Financials,Banks,Banks,Regional Banks,Opportunity,Planning Software
CSTR,Capstar Financial Hldgs Inc,Financials,Banks,Banks,Regional Banks,Marketing Qualified Lead (MQL),Chatbot
CARE,Carter Bank & Trust,Financials,Banks,Banks,Regional Banks,Marketing Qualified Lead (MQL),Chatbot
CATY,Cathay General Bancorp,Financials,Banks,Banks,Regional Banks,Opportunity,CRM
CBFV,Cb Financial Services Inc,Financials,Banks,Banks,Regional Banks,Marketing Qualified Lead (MQL),Planning Software
CPF,Central Pacific Financial Cp,Financials,Banks,Banks,Regional Banks,Opportunity,Cloud Data Storage
CVCY,Central Valley Cmnty Bancorp,Financials,Banks,Banks,Regional Banks,Sales Qualified Lead (SQL),Cloud Data Storage
CHMG,Chemung Financial Corp,Financials,Banks,Banks,Regional Banks,Sales Qualified Lead (SQL),Accounting Software
CZNC,Citizens & Northern Corp,Financials,Banks,Banks,Regional Banks,Marketing Qualified Lead (MQL),Planning Software
CZWI,Citizens Community Bancorp,Financials,Banks,Banks,Regional Banks,Opportunity,Planning Software
CFG,Citizens Financial Group Inc,Financials,Banks,Banks,Regional Banks,Sales Accepted Lead (SAL),CRM
CIZN,Citizens Holding Co,Financials,Banks,Banks,Regional Banks,Marketing Qualified Lead (MQL),Cloud Data Storage
CIVB,Civista Bancshares Inc,Financials,Banks,Banks,Regional Banks,Marketing Qualified Lead (MQL),Cloud Data Storage
CCNE,Cnb Financial Corp/Pa,Financials,Banks,Banks,Regional Banks,Marketing Qualified Lead (MQL),Planning Software
CVLY,Codorus Valley Bancorp,Financials,Banks,Banks,Regional Banks,Sales Qualified Lead (SQL),Accounting Software
COLB,Columbia Banking System Inc,Financials,Banks,Banks,Regional Banks,Sales Accepted Lead (SAL),Chatbot
CMA,Comerica Inc,Financials,Banks,Banks,Regional Banks,Marketing Qualified Lead (MQL),Accounting Software
CBSH,Commerce Bancshares Inc,Financials,Banks,Banks,Regional Banks,Sales Accepted Lead (SAL),Planning Software
CBU,Community Bank System Inc,Financials,Banks,Banks,Regional Banks,Opportunity,Cloud Data Storage
TCFC,Community Financial Corp,Financials,Banks,Banks,Regional Banks,Sales Qualified Lead (SQL),Cloud Data Storage
CTBI,Community Trust Bancorp Inc,Financials,Banks,Banks,Regional Banks,Unqualified Lead,Cloud Data Storage
CFB,Crossfirst Bankshares Inc,Financials,Banks,Banks,Regional Banks,Sales Accepted Lead (SAL),Accounting Software
CFR,Cullen/Frost Bankers Inc,Financials,Banks,Banks,Regional Banks,Marketing Qualified Lead (MQL),Cloud Data Storage
CUBI,Customers Bancorp Inc,Financials,Banks,Banks,Regional Banks,Marketing Qualified Lead (MQL),CRM
CVBF,Cvb Financial Corp,Financials,Banks,Banks,Regional Banks,Unqualified Lead,Cloud Data Storage
EWBC,East West Bancorp Inc,Financials,Banks,Banks,Regional Banks,Sales Qualified Lead (SQL),Planning Software
EQBK,Equity Bancshares Inc,Financials,Banks,Banks,Regional Banks,Unqualified Lead,Planning Software
ESQ,Esquire Fincl Hold Inc,Financials,Banks,Banks,Regional Banks,Opportunity,Cloud Data Storage
EVBN,Evans Bancorp Inc,Financials,Banks,Banks,Regional Banks,Opportunity,Chatbot
FNB,F N B Corp/Fl,Financials,Banks,Banks,Regional Banks,Unqualified Lead,Accounting Software
FMAO,Farmers & Merchants Bcp/Oh,Financials,Banks,Banks,Regional Banks,Opportunity,Planning Software
FMNB,Farmers Natl Banc Corp/Oh,Financials,Banks,Banks,Regional Banks,Marketing Qualified Lead (MQL),Accounting Software
FBK,Fb Financial Corp,Financials,Banks,Banks,Regional Banks,Opportunity,Chatbot
FITB,Fifth Third Bancorp,Financials,Banks,Banks,Regional Banks,Marketing Qualified Lead (MQL),CRM
FISI,Financial Institutions Inc,Financials,Banks,Banks,Regional Banks,Sales Qualified Lead (SQL),Chatbot
FNLC,First Bancorp Inc/Me,Financials,Banks,Banks,Regional Banks,Opportunity,CRM
FBP,First Bancorp P R,Financials,Banks,Banks,Regional Banks,Unqualified Lead,CRM
FBNC,First Bancorp/Nc,Financials,Banks,Banks,Regional Banks,Opportunity,Accounting Software
FBMS,First Bancshares Inc/Ms,Financials,Banks,Banks,Regional Banks,Sales Accepted Lead (SAL),Cloud Data Storage
FRBA,First Bank,Financials,Banks,Banks,Regional Banks,Opportunity,Planning Software
BUSE,First Busey Corp,Financials,Banks,Banks,Regional Banks,Unqualified Lead,CRM
FBIZ,First Business Finl Srv Inc,Financials,Banks,Banks,Regional Banks,Marketing Qualified Lead (MQL),Chatbot
FCAP,First Capital Inc,Financials,Banks,Banks,Regional Banks,Unqualified Lead,Accounting Software
FCNCA,First Citizens Bancsh  -Cl A,Financials,Banks,Banks,Regional Banks,Marketing Qualified Lead (MQL),Planning Software
FCBC,First Cmnty Bancshares Inc,Financials,Banks,Banks,Regional Banks,Opportunity,Cloud Data Storage
FCF,First Commonwlth Finl Cp/Pa,Financials,Banks,Banks,Regional Banks,Unqualified Lead,Planning Software
FCCO,First Community Corp/Sc,Financials,Banks,Banks,Regional Banks,Opportunity,Cloud Data Storage
THFF,First Financial Corp/In,Financials,Banks,Banks,Regional Banks,Unqualified Lead,Accounting Software
FFNW,First Financial Northwest,Financials,Banks,Banks,Regional Banks,Marketing Qualified Lead (MQL),Accounting Software
FFBC,First Finl Bancorp Inc/Oh,Financials,Banks,Banks,Regional Banks,Opportunity,Accounting Software
FFIN,First Finl Bankshares Inc,Financials,Banks,Banks,Regional Banks,Unqualified Lead,Accounting Software
FFWM,First Foundation Inc,Financials,Banks,Banks,Regional Banks,Marketing Qualified Lead (MQL),Planning Software
FGBI,First Guaranty Bancshares,Financials,Banks,Banks,Regional Banks,Sales Qualified Lead (SQL),Chatbot
FHB,First Hawaiian Inc,Financials,Banks,Banks,Regional Banks,Marketing Qualified Lead (MQL),Chatbot
FHN,First Horizon National Corp,Financials,Banks,Banks,Regional Banks,Sales Qualified Lead (SQL),Planning Software
INBK,First Internet Bancorp,Financials,Banks,Banks,Regional Banks,Sales Qualified Lead (SQL),Cloud Data Storage
FIBK,First Interstate Bancsystem,Financials,Banks,Banks,Regional Banks,Unqualified Lead,Accounting Software
FLIC,First Long Island Corp,Financials,Banks,Banks,Regional Banks,Unqualified Lead,Accounting Software
FRME,First Merchants Corp,Financials,Banks,Banks,Regional Banks,Marketing Qualified Lead (MQL),Cloud Data Storage
FMBH,First Mid Bancshares Inc,Financials,Banks,Banks,Regional Banks,Opportunity,Planning Software
FXNC,First National Corp/Va,Financials,Banks,Banks,Regional Banks,Unqualified Lead,Chatbot
FRC,First Republic Bank,Financials,Banks,Banks,Regional Banks,Marketing Qualified Lead (MQL),Chatbot
FSFG,First Savings Financial Gp,Financials,Banks,Banks,Regional Banks,Sales Qualified Lead (SQL),Accounting Software
FUNC,First United Corp,Financials,Banks,Banks,Regional Banks,Opportunity,Accounting Software
FUSB,First Us Bancshares Inc,Financials,Banks,Banks,Regional Banks,Sales Qualified Lead (SQL),Cloud Data Storage
MYFW,First Wstrn Finncil Inc,Financials,Banks,Banks,Regional Banks,Sales Accepted Lead (SAL),CRM
FFIC,Flushing Financial Corp,Financials,Banks,Banks,Regional Banks,Sales Qualified Lead (SQL),CRM
FNCB,Fncb Bancorp Inc,Financials,Banks,Banks,Regional Banks,Sales Accepted Lead (SAL),CRM
FRAF,Franklin Financial Svcs Corp,Financials,Banks,Banks,Regional Banks,Opportunity,Accounting Software
FULT,Fulton Financial Corp,Financials,Banks,Banks,Regional Banks,Sales Accepted Lead (SAL),CRM
FVCB,Fvcbankcorp Inc,Financials,Banks,Banks,Regional Banks,Marketing Qualified Lead (MQL),Chatbot
GABC,German American Bancorp Inc,Financials,Banks,Banks,Regional Banks,Sales Accepted Lead (SAL),Planning Software
GBCI,Glacier Bancorp Inc,Financials,Banks,Banks,Regional Banks,Marketing Qualified Lead (MQL),Planning Software
GSBC,Great Southern Bancorp,Financials,Banks,Banks,Regional Banks,Unqualified Lead,Planning Software
GNTY,Guaranty Bancshares Inc,Financials,Banks,Banks,Regional Banks,Sales Accepted Lead (SAL),Cloud Data Storage
HWC,Hancock Whitney Corp,Financials,Banks,Banks,Regional Banks,Unqualified Lead,Accounting Software
HAFC,Hanmi Financial Corp,Financials,Banks,Banks,Regional Banks,Sales Qualified Lead (SQL),Cloud Data Storage
HONE,Harborone Bancorp Inc,Financials,Banks,Banks,Regional Banks,Unqualified Lead,Cloud Data Storage
HWBK,Hawthorn Bancshares Inc,Financials,Banks,Banks,Regional Banks,Marketing Qualified Lead (MQL),Planning Software
HBT,Hbt Financial Inc,Financials,Banks,Banks,Regional Banks,Sales Accepted Lead (SAL),Planning Software
HTLF,Heartland Financial Usa Inc,Financials,Banks,Banks,Regional Banks,Marketing Qualified Lead (MQL),Cloud Data Storage
HTBK,Heritage Commerce Corp,Financials,Banks,Banks,Regional Banks,Sales Accepted Lead (SAL),CRM
HFWA,Heritage Financial Corp,Financials,Banks,Banks,Regional Banks,Sales Qualified Lead (SQL),Chatbot
HOMB,Home Bancshares Inc,Financials,Banks,Banks,Regional Banks,Unqualified Lead,Planning Software
HTBI,Hometrust Bancshares Inc,Financials,Banks,Banks,Regional Banks,Unqualified Lead,Accounting Software
HOPE,Hope Bancorp Inc,Financials,Banks,Banks,Regional Banks,Sales Qualified Lead (SQL),Accounting Software
HBNC,Horizon Bancorp Inc,Financials,Banks,Banks,Regional Banks,Opportunity,Chatbot
HBAN,Huntington Bancshares,Financials,Banks,Banks,Regional Banks,Marketing Qualified Lead (MQL),Planning Software
INDB,Independent Bank Corp/Ma,Financials,Banks,Banks,Regional Banks,Sales Accepted Lead (SAL),CRM
IBCP,Independent Bank Corp/Mi,Financials,Banks,Banks,Regional Banks,Marketing Qualified Lead (MQL),Accounting Software
IBTX,Independent Bk Grp Inc,Financials,Banks,Banks,Regional Banks,Sales Accepted Lead (SAL),Planning Software
IBOC,Intl Bancshares Corp,Financials,Banks,Banks,Regional Banks,Sales Qualified Lead (SQL),CRM
ISTR,Investar Holding Corp,Financials,Banks,Banks,Regional Banks,Unqualified Lead,Planning Software
JPM,Jpmorgan Chase & Co,Financials,Banks,Banks,Diversified Banks,Marketing Qualified Lead (MQL),CRM
KEY,Keycorp,Financials,Banks,Banks,Regional Banks,Marketing Qualified Lead (MQL),Planning Software
LBAI,Lakeland Bancorp Inc,Financials,Banks,Banks,Regional Banks,Sales Qualified Lead (SQL),Accounting Software
LKFN,Lakeland Financial Corp,Financials,Banks,Banks,Regional Banks,Sales Qualified Lead (SQL),Planning Software
LARK,Landmark Bancorp Inc/Ks,Financials,Banks,Banks,Regional Banks,Unqualified Lead,Accounting Software
LCNB,Lcnb Corp,Financials,Banks,Banks,Regional Banks,Opportunity,Accounting Software
LMST,Limestone Bancorp Inc,Financials,Banks,Banks,Regional Banks,Unqualified Lead,Planning Software
LOB,Live Oak Bancshares Inc,Financials,Banks,Banks,Regional Banks,Opportunity,Planning Software
MTB,M & T Bank Corp,Financials,Banks,Banks,Regional Banks,Opportunity,Chatbot
MCBC,Macatawa Bank Corp,Financials,Banks,Banks,Regional Banks,Unqualified Lead,CRM
MNSB,Mainstreet Bancshares Inc,Financials,Banks,Banks,Regional Banks,Marketing Qualified Lead (MQL),Planning Software
MLVF,Malvern Bancorp Inc,Financials,Banks,Banks,Regional Banks,Sales Qualified Lead (SQL),Cloud Data Storage
MBWM,Mercantile Bank Corp,Financials,Banks,Banks,Regional Banks,Opportunity,Accounting Software
MCBS,Metrocity Bankshares Inc,Financials,Banks,Banks,Regional Banks,Sales Qualified Lead (SQL),Cloud Data Storage
MCB,Metropolitan Bank Hldng,Financials,Banks,Banks,Regional Banks,Unqualified Lead,Cloud Data Storage
MPB,Mid Penn Bancorp Inc,Financials,Banks,Banks,Regional Banks,Sales Accepted Lead (SAL),CRM
MBCN,Middlefield Banc Corp,Financials,Banks,Banks,Regional Banks,Unqualified Lead,Chatbot
MSBI,Midland States Bancorp,Financials,Banks,Banks,Regional Banks,Marketing Qualified Lead (MQL),CRM
MOFG,Midwestone Financial Group,Financials,Banks,Banks,Regional Banks,Marketing Qualified Lead (MQL),Planning Software
MVBF,Mvb Financial Corp,Financials,Banks,Banks,Regional Banks,Opportunity,Cloud Data Storage
NBTB,N B T Bancorp Inc,Financials,Banks,Banks,Regional Banks,Opportunity,Planning Software
NBHC,National Bank Hldgs Corp,Financials,Banks,Banks,Regional Banks,Unqualified Lead,Planning Software
NKSH,National Bankshares Inc Va,Financials,Banks,Banks,Regional Banks,Sales Qualified Lead (SQL),Chatbot
NRIM,Northrim Bancorp Inc,Financials,Banks,Banks,Regional Banks,Unqualified Lead,Chatbot
NWFL,Norwood Financial Corp,Financials,Banks,Banks,Regional Banks,Sales Qualified Lead (SQL),CRM
OVLY,Oak Valley Bancorp,Financials,Banks,Banks,Regional Banks,Sales Qualified Lead (SQL),CRM
OFG,Ofg Bancorp,Financials,Banks,Banks,Regional Banks,Marketing Qualified Lead (MQL),Chatbot
OVBC,Ohio Valley Banc Corp,Financials,Banks,Banks,Regional Banks,Unqualified Lead,Accounting Software
ONB,Old National Bancorp,Financials,Banks,Banks,Regional Banks,Unqualified Lead,Accounting Software
OPOF,Old Point Financial Corp,Financials,Banks,Banks,Regional Banks,Sales Accepted Lead (SAL),Chatbot
OPHC,Optimumbank Holdings Inc,Financials,Banks,Banks,Regional Banks,Opportunity,Cloud Data Storage
OBNK,Origin Bancorp,Financials,Banks,Banks,Regional Banks,Opportunity,Planning Software
ORRF,Orrstown Financial Svcs Inc,Financials,Banks,Banks,Regional Banks,Unqualified Lead,Chatbot
PPBI,Pacific Premier Bancorp Inc,Financials,Banks,Banks,Regional Banks,Sales Accepted Lead (SAL),Accounting Software
PACW,Pacwest Bancorp,Financials,Banks,Banks,Regional Banks,Opportunity,Accounting Software
